1.4286e+06 2.1289e+02
1.6029e+06 2.3630e+02
1.7985e+06 2.6237e+02
2.0179e+06 2.9138e+02
2.2641e+06 3.2370e+02
2.5404e+06 3.5970e+02
2.8504e+06 3.9981e+02
3.1982e+06 4.4452e+02
3.5884e+06 4.9434e+02
4.0263e+06 5.4990e+02
4.5175e+06 6.1184e+02
5.0688e+06 6.8094e+02
5.6872e+06 7.5801e+02
6.3812e+06 8.4401e+02
7.1598e+06 9.3998e+02
8.0334e+06 1.0471e+03
9.0137e+06 1.1667e+03
1.0114e+07 1.3002e+03
1.1348e+07 1.4493e+03
1.2732e+07 1.6158e+03
1.4286e+07 1.8018e+03
1.6029e+07 2.0095e+03
1.7985e+07 2.2417e+03
2.0179e+07 2.5011e+03
2.2641e+07 2.7909e+03
2.5404e+07 3.1149e+03
2.8504e+07 3.4771e+03
3.1982e+07 3.8820e+03
3.5884e+07 4.3346e+03
4.0263e+07 4.8408e+03
4.5175e+07 5.4069e+03
5.0688e+07 6.0400e+03
5.6872e+07 6.7482e+03
6.3812e+07 7.5404e+03
7.1598e+07 8.4267e+03
8.0334e+07 9.4184e+03
9.0137e+07 1.0528e+04
1.0114e+08 1.1770e+04
1.1348e+08 1.3160e+04
1.2732e+08 1.4716e+04
1.4286e+08 1.6457e+04
1.6029e+08 1.8406e+04
1.7985e+08 2.0589e+04
2.0179e+08 2.3032e+04
2.2641e+08 2.5768e+04
2.5404e+08 2.8831e+04
2.8504e+08 3.2262e+04
3.1982e+08 3.6104e+04
3.5884e+08 4.0406e+04
4.0263e+08 4.5225e+04
4.5175e+08 5.0622e+04
5.0688e+08 5.6667e+04
5.6872e+08 6.3439e+04
6.3812e+08 7.1023e+04
7.1598e+08 7.9520e+04
8.0334e+08 8.9038e+04
9.0137e+08 9.9700e+04
1.0114e+09 1.1165e+05
1.1348e+09 1.2503e+05
1.2732e+09 1.4002e+05
1.4286e+09 1.5681e+05
1.6029e+09 1.7562e+05
1.7985e+09 1.9670e+05
2.0179e+09 2.2031e+05
2.2641e+09 2.4676e+05
2.5404e+09 2.7639e+05
2.8504e+09 3.0958e+05
3.1982e+09 3.4676e+05
3.5884e+09 3.8840e+05
4.0263e+09 4.3504e+05
4.5175e+09 4.8727e+05
5.0688e+09 5.4576e+05
5.6872e+09 6.1126e+05
6.3812e+09 6.8462e+05
7.1598e+09 7.6675e+05
8.0334e+09 8.5873e+05
9.0137e+09 9.6171e+05
1.0114e+10 1.0770e+06
1.1348e+10 1.2061e+06
1.2732e+10 1.3507e+06
1.4286e+10 1.5126e+06
1.6029e+10 1.6938e+06
1.7985e+10 1.8968e+06
2.0179e+10 2.1241e+06
2.2641e+10 2.3786e+06
2.5404e+10 2.6636e+06
2.8504e+10 2.9828e+06
3.1982e+10 3.3403e+06
3.5884e+10 3.7407e+06
4.0263e+10 4.1892e+06
4.5175e+10 4.6915e+06
5.0688e+10 5.2543e+06
5.6872e+10 5.8847e+06
6.3812e+10 6.5911e+06
7.1598e+10 7.3825e+06
8.0334e+10 8.2694e+06
9.0137e+10 9.2632e+06
1.0114e+11 1.0377e+07
1.1348e+11 1.1626e+07
1.2732e+11 1.3025e+07
1.4286e+11 1.4594e+07
1.6029e+11 1.6353e+07
1.7985e+11 1.8326e+07
2.0179e+11 2.0538e+07
2.2641e+11 2.3018e+07
2.5404e+11 2.5801e+07
2.8504e+11 2.8923e+07
3.1982e+11 3.2425e+07
3.5884e+11 3.6354e+07
4.0263e+11 4.0764e+07
4.5175e+11 4.5712e+07
5.0688e+11 5.1266e+07
5.6872e+11 5.7501e+07
6.3812e+11 6.4501e+07
7.1598e+11 7.2360e+07
8.0334e+11 8.1186e+07
9.0137e+11 9.1099e+07
1.0114e+12 1.0224e+08
1.1348e+12 1.1475e+08
1.2732e+12 1.2881e+08
1.4286e+12 1.4460e+08
1.6029e+12 1.6236e+08
1.7985e+12 1.8232e+08
2.0179e+12 2.0476e+08
2.2641e+12 2.2998e+08
2.5404e+12 2.5834e+08
2.8504e+12 2.9023e+08
3.1982e+12 3.2608e+08
3.5884e+12 3.6639e+08
4.0263e+12 4.1171e+08
4.5175e+12 4.6266e+08
5.0688e+12 5.1994e+08
5.6872e+12 5.8431e+08
6.3812e+12 6.5664e+08
7.1598e+12 7.3789e+08
8.0334e+12 8.2915e+08
9.0137e+12 9.3159e+08
1.0114e+13 1.0466e+09
1.1348e+13 1.1755e+09
1.2732e+13 1.3200e+09
1.4286e+13 1.4819e+09
1.6029e+13 1.6632e+09
1.7985e+13 1.8659e+09
2.0179e+13 2.0925e+09
2.2641e+13 2.3455e+09
2.5404e+13 2.6277e+09
2.8504e+13 2.9421e+09
3.1982e+13 3.2920e+09
3.5884e+13 3.6810e+09
4.0263e+13 4.1130e+09
4.5175e+13 4.5920e+09
5.0688e+13 5.1225e+09
5.6872e+13 5.7092e+09
6.3812e+13 6.3572e+09
7.1598e+13 7.0719e+09
8.0334e+13 7.8590e+09
9.0137e+13 8.7246e+09
1.0114e+14 9.6750e+09
1.1348e+14 1.0717e+10
1.2732e+14 1.1858e+10
1.4286e+14 1.3105e+10
1.6029e+14 1.4467e+10
1.7985e+14 1.5952e+10
2.0179e+14 1.7569e+10
2.2641e+14 1.9327e+10
2.5404e+14 2.1236e+10
2.8504e+14 2.3308e+10
3.1982e+14 2.5553e+10
3.5884e+14 2.7984e+10
4.0263e+14 3.0613e+10
4.5175e+14 3.3455e+10
5.0688e+14 3.6525e+10
5.6872e+14 3.9839e+10
6.3812e+14 4.3414e+10
7.1598e+14 4.7270e+10
8.0334e+14 5.1428e+10
9.0137e+14 5.5911e+10
1.0114e+15 6.0747e+10
1.1348e+15 6.5965e+10
1.2732e+15 7.1601e+10
1.4286e+15 7.7696e+10
1.6029e+15 8.4305e+10
1.7985e+15 9.1496e+10
2.0179e+15 9.9369e+10
2.2641e+15 1.0807e+11
2.5404e+15 1.1786e+11
2.8504e+15 1.2923e+11
3.1982e+15 1.4332e+11
3.5884e+15 1.6388e+11
4.0263e+15 3.8653e+12
